,cnpj,type,nome_social,nome_comercial,status,email,telefone,cep,pais,uf,municipio,bairro,complemento,logradouro,data_patrimonio_liquido,valor_patrimonio_liquido,codigo_cvm,data_inicio_situacao,data_registro
256,52904364000108,CORRETORAS,NECTON INVESTIMENTOS S.A. CORRETORA DE VALORES MOBILIÁRIOS E COMMODITIES,NECTON INVESTIMENTOS,CANCELADA,juridico@necton.com.br,32921400,1452002,,SP,SÃO PAULO,JARDIM PAULISTANO,22º ANDAR,"AV. BRIG. FARIA LIMA, 1.355",2021-12-31,36985851.26,1511,2022-08-31,1983-08-25
257,61723847000199,CORRETORAS,NEON CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,MAGLIANO,EM FUNCIONAMENTO NORMAL,regulatorio@neon.com.br,31230883,1455000,,SP,SÃO PAULO,AGUA BRANCA,2 ANDAR,AVENIDA FRANCISCO MATARAZZO 1350,2022-12-31,1935046.29,1813,1967-06-23,1967-06-23
258,33764440000174,CORRETORAS,NEYCARVALHO CV S.A.,NEYCARVALHO,CANCELADA,,21936,20090003,BRASIL,RJ,RIO DE JANEIRO,,,AV RIO BRANCO 37/ 710,1995-12-31,0.00,2984,1998-10-23,1989-06-22
259,07365471000142,CORRETORAS,NORSUL CORRETORA DE CÂMBIO E VALORES MOBILIÁRIOS S.A. (atual NORSUL PARTICIPAÇÕES S/A),NORSUL,CANCELADA,,2926617,20050005,BRASIL,RJ,RIO DE JANEIRO,CENTRO,,"R SETE DE SETEMBRO,71 - 10 AND",2000-12-31,3063257.61,213,2001-02-15,1983-12-27
260,04257795000179,CORRETORAS,NOVA FUTURA CTVM LTDA,NOVA FUTURA INVESTIMENTOS,EM FUNCIONAMENTO NORMAL,joaquim@novafutura.com.br,32918000,1418002,,SP,SÃO PAULO,JARDIM PAULISTA,10 ANDAR,ALAMEDA SANTOS 960,2022-12-31,31027292.66,3697,2014-10-31,2014-10-31
261,62170824000167,CORRETORAS,NOVAÇÃO ADMINISTRAÇÃO E PARTICIPAÇÕES LTDA,NOVAÇÃO ADMINISTRAÇÃO E PARTICIPAÇÕES LTDA,CANCELADA,augusto@novacao.com.br,32534644,1310915,BRASIL,SP,SÃO PAULO,CERQUERIA CESAR,20 ANDAR,AV PAULISTA 1294,2002-12-31,0.00,2151,2002-06-17,1968-07-09
262,43060029000171,CORRETORAS,NOVINVEST CORRETORA DE VALORES MOBILIÁRIOS LTDA.,NOVINVEST,EM FUNCIONAMENTO NORMAL,mauricio.leal@novinvest.com.br,32922161,1014001,,SP,SÃO PAULO,CENTRO,63/10° ANDAR,RUA BOA VISTA,2022-12-31,2575303.63,1376,1971-05-20,1971-05-20
263,61802955000157,CORRETORAS,NOVO NORTE S/A CV,NOVO NORTE,CANCELADA,novonorte@nnortecorretora.com.br,2321451,4543900,BRASIL,SP,SÃO PAULO,,,"AV.PRES.J.KUBITSCHEK,1830-6AND",2004-12-31,376083.02,1970,1995-02-17,1989-09-13
264,62169875000179,CORRETORAS,NU INVEST CORRETORA DE VALORES S.A.,EASYNVEST,EM FUNCIONAMENTO NORMAL,capital.markets@nubank.com.br,30648969,5409000,,SP,SÃO PAULO,PINHEIROS,"CONJUNTO 01, 6º ANDAR, CONJUNTO 09 E 8º ANDAR, CONJUNTO 03","RUA CAPOTE VALENTE, 39",2022-12-31,3097270420.78,2143,1968-07-05,1968-07-05
265,76633486000167,CORRETORAS,O. FRANCO PARTICIPAÇÕES IMOBILIÁRIAS LTDA.,OLIVEIRA FRANCO,CANCELADA,ofranco@ofranco.com.br,32337575,80410180,BRASIL,PR,CURITIBA,CENTRO,20º ANDAR -CJ 2002,"AL.DR.CARLOS DE CARVALHO, 417",2019-12-31,1652174.89,2313,2020-07-27,1968-05-13
266,76616978000144,CORRETORAS,"OMAR CAMARGO PARTICIPAÇÕES, ADM. DE BENS E CONSULTORIA LTDA.",--,CANCELADA,omarcamargo@omarcamargo.com.br,30291215,80020922,BRASIL,PR,CURITIBA,CENTRO,1º E 2º ANDARES,"RUA XV DE NOVEMBRO, 297",2013-12-31,11295800.73,2267,2015-03-26,1967-03-23
267,35902295000176,CORRETORAS,OPEN S.A. CORRETORA DE CÂMBIO E VALORES MOBILIÁRIOS,OPEN,CANCELADA,,21776,20040006,BRASIL,RJ,RIO DE JANEIRO,,,AV RIO BRANCO 125 16ANDAR,1995-12-31,0.00,1309,2001-07-02,1989-12-13
268,08933202000106,CORRETORAS,OPERACIONAL-CVC LTDA,,CANCELADA,,,50030000,BRASIL,PE,RECIFE,,,AV MARQUES DE OLINDA 200 S/405,1990-12-31,16099804.06,272,1994-11-07,1984-05-31
269,00087530000119,CORRETORAS,ORBIVAL EMPREENDIMENTOS E PARTICIPAÇÕES LTDA.,ORBIVAL CCVM,CANCELADA,orbival.poa@orbival.com.br,30850540,90010140,BRASIL,RS,PORTO ALEGRE,CENTRO,7* ANDAR,AV.BORGES DE MEDEIROS,2011-12-31,310905.53,3034,2012-12-27,1994-05-18
270,02999677000100,CORRETORAS,Oryx Empreendimentos e Participações Ltda.,ORYX - CORRETORA,CANCELADA,,2197800,4530030,BRASIL,SP,SÃO PAULO,ITAIM BIBI,PARTE,R TENENTE NEGRÃO 140/ 11 ANDAR,2000-12-31,1187345.80,3336,2001-10-22,1999-03-01
271,10984417000190,CORRETORAS,OTBASTO CCTVM LTDA,OTBASTO,CANCELADA,,2945,50030000,BRASIL,PE,RECIFE,,,AV MARQUES DE OLINDA 200 S 308,1996-12-31,195586.72,345,1997-01-15,1968-06-11
272,69577948000100,CORRETORAS,PACTO CCVM LTDA,PACTO,CANCELADA,,22634573,20040020,BRASIL,RJ,RIO DE JANEIRO,,,"PRACA PIO X, 55 GRUPO 904",2001-12-31,0.00,2852,2002-08-05,1993-09-08
273,46403683000129,CORRETORAS,PAGINVEST CORRETORA DE TITULOS E VALORES LTDA.,,EM FUNCIONAMENTO NORMAL,,,1451001,,SP,SÃO PAULO,JARDIM PAULISTANO,10¦ ANDAR,"AVENIDA BRIGADEIRO FARIA LIMA, N¦1485",2023-05-29,15011698.45,3808,2023-03-13,2023-03-13
274,76627819000145,CORRETORAS,PARFISA CTVC S/A,,CANCELADA,,2242175,80420000,BRASIL,PR,CURITIBA,,,"R COMENDADOR ARAUJO,143-14§AND",1994-12-31,321870.00,2291,1995-07-24,1968-01-29
275,48678247000198,CORRETORAS,PAVARINI CVM LTDA.,PAVARINI,CANCELADA,,2321188,11010151,BRASIL,SP,SANTOS,CENTRO,,"R.XV DE NOVEMBRO,111/113 SL.10",1996-12-31,265512.28,1430,1997-06-05,1977-04-19
276,06979363000105,CORRETORAS,PAX PARTICIPAÇÕES LTDA,--,CANCELADA,pax@paxcorretora.com.br,32114200,60060090,BRASIL,CE,FORTALEZA,CENTRO,,"AV DOM MANUEL, 1020",2013-12-31,8056774.97,183,2016-12-13,1975-10-03
277,58242736000156,CORRETORAS,PENFIELD COMMODITY CCV LTDA,PENFIELD,CANCELADA,,,11010080,BRASIL,SP,SANTOS,,,RUA D PEDRO II 16 S.44 45 E 47,1991-12-31,353146768.35,1651,1992-07-13,1969-06-27
278,61243895000180,CORRETORAS,PLANIBANC INVESTIMENTOS S/A,PLANIBANK,CANCELADA,planibanc@planibanc.com.br,31688788,4530030,BRASIL,SP,SÃO PAULO,ITAIM BIBI,5°  ANDAR,"RUA TENENTE NEGRÃO, N° 140",2002-12-31,0.00,1740,2002-08-30,1967-07-12
279,00806535000154,CORRETORAS,PLANNER CORRETORA DE VALORES S.A.,PLANNER CORRETORA DE VALORES S.A.,EM FUNCIONAMENTO NORMAL,corporativo@planner.com.br,21722600,4538132,,SP,SÃO PAULO,ITAIM BIBI,10º ANDAR,"AV. BRIG. FARIA LIMA, 3900",2022-12-31,18566448.35,3107,1995-09-05,1995-09-05
280,24895815000144,CORRETORAS,PLUS CCTVM LTDA,PLUS,CANCELADA,,2246344,30160041,BRASIL,MG,BELO HORIZONTE,,,"R RIO DE JANEIRO,927/807",1997-12-31,-382369.09,760,1998-02-25,1988-02-17
281,52915386000165,CORRETORAS,POLINVEST EMPREENDIMENTOS PARTICIPAÇÕES E ASSESSORIA LTDA,POLINVEST,CANCELADA,polinvest@polinvest.com.br,31072175,1013020,BRASIL,SP,SÃO PAULO,CENTRO,,"RUA DO TESOURO, 23 / 3 ANDAR",2009-12-31,2298960.56,1520,2010-05-27,1983-08-22
282,54099312000123,CORRETORAS,PONTUAL CCVM S.A.,PONTUAL,CANCELADA,,25197,60055080,BRASIL,CE,FORTALEZA,,,R.SENA MADUREIRA 827 SOBRELOJA,1996-12-31,8835069.75,1562,1998-04-09,1984-12-28
283,40161713000151,CORRETORAS,POSITIVA CONSULT S.A.,POSITIVA,CANCELADA,contact@positivactvm.com.br,37971000,22250908,BRASIL,RJ,RIO DE JANEIRO,BOTAFOGO,6º ANDAR,PRAIA DE BOTAFOGO 440,2018-12-31,1388545.79,3689,2019-06-21,2012-11-30
284,33387333000174,CORRETORAS,POTENZA S/A SOC. CORRETORA,POTENZA,CANCELADA,,22774,6473900,BRASIL,SP,BARUERI,,,"AV ANDROMEDA,S/N-PRED.22/NIV.5",1997-12-31,28173166.48,949,1998-07-23,1967-08-04
285,92886340000180,CORRETORAS,PRECISA CCVM S/A,PRECISA,CANCELADA,,1270,90020007,BRASIL,RS,PORTO ALEGRE,,,"R.DOS ANDRADAS,1121/8 ANDAR",1995-12-31,354283.15,2550,1997-11-07,1968-01-19
286,40498305000190,CORRETORAS,PREFERENCIAL SCTMC LTDA,,CANCELADA,,3595570,40280000,BRASIL,BA,SALVADOR,,,R BAHIA 206 SL 206,1993-12-31,18962340.19,2704,1995-01-03,1991-05-02
287,06917793000194,CORRETORAS,PREVIBANK S/A DTVM,PREVIBANK,CANCELADA,corretora@previbank.com.br,40118650,60150150,BRASIL,CE,FORTALEZA,ALDEOTA,GRUPO 404,"RUA DES.LEITE ALBUQUERQUE, 635",2006-12-31,1305711.13,159,2007-01-23,1975-07-18
288,36092302000184,CORRETORAS,PRIME CCV EMPREENDIMENTOS E PARTICIPAÇÕES S.A.,PRIME SA CCV,CANCELADA,prime@primeccv.com.br,22219977,20020906,BRASIL,RJ,RIO DE JANEIRO,CENTRO,GR 701,"AV NILO PECANHA,50",2013-12-31,10888159.80,1406,2016-03-22,1990-03-13
289,73169997000181,CORRETORAS,PRINCIPAL CVM LTDA.,PRINCIPAL,CANCELADA,,2195921,11010150,BRASIL,SP,SANTOS,CENTRO,,"RUA DO COMERCIO, 25/SALA E",1999-12-31,1991164.06,2879,2000-12-21,1993-10-13
290,03500902000185,CORRETORAS,PROMEGA PARTICIPAÇÕES S.A.,PROMEGA S.A. CV,CANCELADA,ebicalho@promega.com.br,34195632,22631000,BRASIL,RJ,RIO DE JANEIRO,BARRA DA TIJUCA,SALAS 205 E 206,AV DAS AMERICAS 500/ BLOCO 14,2005-12-31,0.00,3417,2005-06-13,2000-09-12
291,72741531000146,CORRETORAS,PROSPECÇÃO PARTICIPAÇÕES LTDA,BONUS-BANVAL,CANCELADA,luizmasano@bonusbanval.com.br,37079966,5609000,BRASIL,SP,SÃO PAULO,ITAIM BIBI,JD. GUEDALA,"RUA DR. QUEIROZ GUIMARAES, 167",2007-12-31,574315.03,2810,2008-10-08,1993-07-23
292,02917022000146,CORRETORAS,QUANTIA CCTVM LTDA,QUANTIA CCTVM LTDA,CANCELADA,,,20040020,BRASIL,RJ,RIO DE JANEIRO,CENTRO,,"RUA DA QUITANDA, 52 / 10 ANDAR",1999-12-31,1891318.59,3301,2000-07-07,1999-01-18
293,68726611000155,CORRETORAS,QUANTIA DTVM LTDA,QUANTIA DTVM LTDA,CANCELADA,quantiadtvm@gmail.com,30710505,4531000,BRASIL,SP,SÃO PAULO,ITAM BIBI,2º ANDAR,"RUA PEDROSO ALVARENGA, 1254",2000-12-31,668898.14,3409,2001-03-06,2000-07-07
294,01632132000107,CORRETORAS,RADIAL CORRETORA S/A CTVM,RADIAL,CANCELADA,,2015244,30190000,BRASIL,MG,BELO HORIZONTE,,,"RUA GOITACAZES,43 - 14 AND",1995-12-31,1246779.35,19,1996-10-28,1969-09-05
295,89960090000176,CORRETORAS,RB INVESTIMENTOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,RB INVESTIMENTOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,CANCELADA,juridico@rbcapital.com,31272700,4552000,EGITO,SP,SÃO PAULO,Vila Olímpia,350 - 14º andar,Rua do Rocio,2006-12-31,1743789.02,2461,2007-09-26,1983-10-07
296,27334341000150,CORRETORAS,REAL SOCIEDADE CTMC LTDA,,CANCELADA,,,70078,BRASIL,DF,BRASÍLIA,,,SBS Q02 ED EMP CENTER S.506,1992-12-31,7096898474.79,809,1993-02-18,1967-08-30
297,05437017000124,CORRETORAS,RENDIMENTO DTVM LTDA,RENDIMENTO DTVM,CANCELADA,,8160789,1452002,BRASIL,SP,SÃO PAULO,,,"AV.BRIG.FARIA LIMA,2092/19 AND",1997-12-31,0.00,132,1997-04-09,1984-09-19
298,30032635000131,CORRETORAS,RIBA CONSULTORIA LTDA.,ARBI,CANCELADA,corretora@bancoarbi.com.br,25291800,22431050,BRASIL,RJ,RIO DE JANEIRO,LEBLON,S/201 - PARTE,RUA DIAS FERREIRA 190,2009-12-31,8035152.63,884,2010-03-30,1978-06-07
299,13434335000160,CORRETORAS,RICO CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,RICO CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,CANCELADA,juridico@rico.com.vc,30272337,4543000,BRASIL,SP,SÃO PAULO,VILA NOVA CONCEIÇÃO,11 ANDAR,"AV. JUSCELINO KUBITSCHEK, 1400",2016-12-31,33991403.50,3654,2018-10-04,2011-05-17
300,90021635000168,CORRETORAS,RIO SINOS CC LTDA,,CANCELADA,,1848,90020007,BRASIL,RS,PORTO ALEGRE,,,"R. ANDRADAS, 1121-S/1002",1994-12-31,250408.20,2470,1995-06-21,1984-05-14
301,42066258000130,CORRETORAS,RJI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,RJI INVESTIMENTOS,EM FUNCIONAMENTO NORMAL,controladoria@rjicv.com.br,35004500,20040909,,RJ,RIO DE JANEIRO,CENTRO,SALA 402,"AVENIDA RIO BRANCO, 138",2022-12-31,5006309.75,3549,2004-11-05,2004-11-05
302,61787776000198,CORRETORAS,RSBF PARTICIPAÇÕES S.A.,CORRETORA SOUZA BARROS CT SA,CANCELADA,corretora@souzabarros.com.br,32926900,1009907,BRASIL,SP,SÃO PAULO,CENTRO,23º C/D,R  LÍBERO BADARÓ,2013-12-31,35577848.46,1953,2016-01-07,1967-07-25
303,04809885000125,CORRETORAS,RUBEN MARTINS - CC LTDA.,,CANCELADA,,,66020000,BRASIL,PA,BELÉM,,,"TRV. CAMPOS SALES, 28",1995-12-31,185341.89,86,1993-02-08,1972-04-13
304,17694787000131,CORRETORAS,RURAL CTVM S.A.,RURAL,CANCELADA,ruralctv@rural.com.br,32395215,30160041,BRASIL,MG,BELO HORIZONTE,CENTRO,13º ANDAR,"R.RIO DE JANEIRO, 927",2006-12-31,5718442.78,663,2007-06-19,1974-07-09
305,45056579000142,CORRETORAS,SAFIC PARTICIPAÇÕES S/A,SAFIC,CANCELADA,safic@terra.com.br,37043434,1407200,BRASIL,SP,SÃO PAULO,JARDIM PAULISTA,CONJ. 31-B,"AV. NOVE DE JULHO, 4877",2004-12-31,0.00,1392,2004-09-13,1973-07-10
306,60783503000102,CORRETORAS,SAFRA CORRETORA DE VALORES E CÂMBIO LTDA.,SAFRA,EM FUNCIONAMENTO NORMAL,atendimento.regulamentar@safra.com.br,31758627,1310930,,SP,SÃO PAULO,BELA VISTA,,"AV. PAULISTA, 2100",2022-12-31,220573912.25,1686,1967-08-04,1967-08-04
307,61954160000164,CORRETORAS,SANKT GALLEN INVESTIMENTOS LTDA,SANKT GALLEN INVESTIMENTOS LTDA,CANCELADA,sanktgallen@sankgallen.com.br,,,,,,,,,1997-12-31,910895.25,2100,1995-08-11,1989-11-09
308,49474463000184,CORRETORAS,SANTANDER BRASIL S.A. CTVM,SANTANDER BRASIL-COR,CANCELADA,societario.brazil@bancoreal.com.br,31749615,1455000,BRASIL,SP,SÃO PAULO,JARDIM EUROPA,,"RUA HUNGRIA, 1400",2010-12-31,1000000.00,1449,2011-12-09,1978-10-03
309,51014223000149,CORRETORAS,SANTANDER CCVM S/A,--,EM FUNCIONAMENTO NORMAL,alexandre.praxedes@santander.com.br,35533200,4543011,,SP,SÃO PAULO,VILA OLÍMPIA,BL. A CJ. 201,AV. PRES. JUSCELINO KUBITSCHEK,2022-12-31,925557813.79,1503,1982-08-04,1982-08-04
310,61784732000104,CORRETORAS,SANTANDER NOROESTE S/A CCTVM,SANTANDER NOROESTE S/A CCTVM,CANCELADA,,5386000,4752000,BRASIL,SP,SÃO PAULO,SANTO AMARO,,RUA AMADOR BUENO 474,1999-12-31,22049638.52,1945,2000-11-07,1967-08-11
311,61510574000102,CORRETORAS,SANTANDER S.A. CORRETORA DE CÂMBIO E TÍTULOS,BANESPA S.A. CCT,CANCELADA,juridsocietario@santander.com.br,35533200,4543011,BRASIL,SP,SÃO PAULO,Vila Olímpia,2041 e 2235 - 24ºA,Av Pres Juscelino Kubitsckek,2009-12-31,212937607.01,1767,2011-12-09,1967-05-19
312,42154583000155,CORRETORAS,SANTANDER S/A CCVM,SANTANDER S.A. CCVM,CANCELADA,,5084053,20057900,BRASIL,RJ,RIO DE JANEIRO,CENTRO,PARTE,"AV.RIO BRANCO,138 - 16 ANDAR",2001-12-31,27368614.34,1333,2002-07-12,1972-03-07
313,61733515000195,CORRETORAS,SANTANDER SECURITIES (BRASIL) CVM S.A.,ABN AMRO SECURITIES CORRETORA,CANCELADA,juridsocietario@santander.com.br,8276451,4719002,BRASIL,SP,SÃO PAULO,BELA VISTA,1374 3 ANDAR-PARTE,"AV.PAULISTA,",2011-12-31,73704049.81,1848,2012-03-29,1967-07-04
314,61658811000179,CORRETORAS,SANTOS ADMINISTRAÇÃO DE BENS S.A. - EM LIQ. ORDINARIA,SANTOS - CORRETORA,CANCELADA,guerra@bancosantos.com.br,38189017,1455000,BRASIL,SP,SÃO PAULO,CERQUEIRA CéSAR,1.100 - 1º andar,RUA HUNGRIA,2005-12-31,0.00,1783,2009-12-14,1989-08-30
315,61822052000138,CORRETORAS,SAO PAULO CORRETORA DE VALORES LTDA EM LIQUIDACAO,SAO PAULO,CANCELADA,castrojose@uol.com.br,30731565,4531004,BRASIL,SP,SÃO PAULO,ITAIM BIBI,7º ANDAR - CJ 71,"RUA PEDROSO ALVARENGA, 990",2009-12-31,823444.41,2003,2013-07-25,1967-05-22
316,62332077000116,CORRETORAS,SB CCTVM LTDA.,SB,CANCELADA,,6063658,1014000,BRASIL,SP,SÃO PAULO,,,"R BOA VISTA, 208/ 9 AND - CJ.A",1996-12-31,8672089.95,3182,1997-04-16,1996-11-20
317,39696805000157,CORRETORAS,SCOTIABANK BRASIL S.A. CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS,,EM FUNCIONAMENTO NORMAL,,,1452000,,SP,SÃO PAULO,JD. PAULISTANO,,"AVENIDA BRIGADEIRO FARIA LIMA, 2277, 7º ANDAR, PARTE",2022-12-31,64604330.71,3778,2021-02-24,2021-02-24
318,58228446000158,CORRETORAS,SELLER CCTVM S/A,SELLER,CANCELADA,,1053,1009000,BRASIL,SP,SÃO PAULO,,,R LIBERO BADARO 377/ 28 ANDAR,1995-12-31,0.00,1643,1997-03-27,1968-01-15
319,17352220000187,CORRETORAS,SENSO CORRETORA DE CÂMBIO E VALORES MOBILIÁRIOS S.A,SENSO CORRETORA DE CÂMBIO E VALORES MOBILIÁRIOS S.A,EM FUNCIONAMENTO NORMAL,gilvan.mendonca@sensocorretora.com.br,25055000,22440032,,RJ,RIO DE JANEIRO,LEBLON,135/ SALA 810,AVENIDA ATAULFO DE PAIVA,2022-12-31,23212901.66,3042,1990-11-27,1990-11-27
320,08026957000119,CORRETORAS,SERVECRED - CCVM LTDA,SERVECRED,CANCELADA,,2619955,60160230,BRASIL,CE,FORTALEZA,MEIRELES / ALDEOTA,,AV DOM LUIS 176 / MEZANINO B,2005-12-31,0.00,248,2005-09-13,1971-06-24
321,10974921000109,CORRETORAS,SEVAG - CV LTDA,SEVAG,CANCELADA,,3413956,51030010,BRASIL,PE,RECIFE,,,"R SETUBAL,60",2002-12-31,198393.23,337,2003-02-26,1968-02-13
322,03429275000133,CORRETORAS,SHARE - EKOBANK CCTVM LTDA.,SHARE - EKOBANK,CANCELADA,,,50020050,BRASIL,PE,RECIFE,SÃO JOSÉ,,"RUA DA CONCÓRDIA, 420",2002-12-31,775054.46,3387,2003-03-07,1999-11-10
323,61934725000141,CORRETORAS,SILEX CCVM LTDA,SILEX,CANCELADA,,38045,1418200,BRASIL,SP,SÃO PAULO,Jardim Paulista,5º e 9º andar,ALAMEDA SANTOS 1800 5 E 9 AND,1992-12-31,17346668889.44,2089,1993-09-14,1967-09-29
324,68757681000170,CORRETORAS,SIMPAUL CORRETORA DE CÂMBIO E VALORES MOBILIÁRIOS S.A.,SIMPAUL CCVM,EM FUNCIONAMENTO NORMAL,controlesinternos@simpaul.com.br,33279888,90480000,,RS,PORTO ALEGRE,BOA VISTA,SALA 08,AV CARLOS GOMES 300 7 ANDAR,2022-12-31,10351008.77,2836,1992-12-29,1992-12-29
325,33747221000187,CORRETORAS,SINAL S.A. SOCIEDADE CORRETORA DE VALORES,SINAL,CANCELADA,,38444,20090003,BRASIL,RJ,RIO DE JANEIRO,,,AV RIO BRANCO 1 - 11 ANDAR,1996-12-31,14259361.27,990,1997-11-18,1967-08-18
326,62285390000140,CORRETORAS,SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,SINGULARE,EM FUNCIONAMENTO NORMAL,compliance@singulare.com.br,28273500,1452919,BRASIL,SP,SÃO PAULO,JARDIM PAULISTANO,15° ANDARES,"AV. BRIGADEIRO FARIA LIMA,1355",2022-12-31,67303749.38,2178,1989-09-20,1989-09-20
327,74419714000175,CORRETORAS,SINTESE ASSET MANAGEMENT LTDA,SINTESE ASSET MANAGEMENT LTDA,CANCELADA,,2878755,4531001,BRASIL,SP,SÃO PAULO,ITAIM BIBI,CONJ. 21,"R. PEDROSO ALVARENGA, 584",1998-12-31,0.00,2909,1998-11-03,1994-01-26
328,50582527000140,CORRETORAS,SISTEMA SA CCVM,SISTEMA,CANCELADA,,8166422,1480900,BRASIL,SP,SANTOS,SANTOS,,AV XV DE NOVEMBRO 111/ CJ. 03,2000-12-31,0.00,1481,2001-06-25,1982-06-08
329,17315359000150,CORRETORAS,SITA SOCIEDADE CCVM S.A.,SITA,EM FUNCIONAMENTO NORMAL,sita@sita.com.br,33034887,30130131,,MG,BELO HORIZONTE,FUNCIONÁRIOS,CASA,"RUA RIO GRANDE DO NORTE, 988",2022-12-31,64756756.34,612,1967-09-08,1967-09-08
330,50657675000186,CORRETORAS,SLW CVC LTDA,SLW,CANCELADA,clubesefundos@slw.com.br,30489900,4530001,,SP,SÃO PAULO,ITAIM BIBI,717 10º ANDAR,R DOUTOR RENATO PAES DE BARROS,2021-12-31,-1676188.85,1490,2022-10-27,1978-08-07
331,61668117000132,CORRETORAS,"SOCIETE GENERALE S.A. CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS",SOCIETE GENERALE S.A. CCTVM,CANCELADA,eduardo.pazin@sgcib.com,32178000,1310300,BRASIL,SP,SÃO PAULO,CERQUEIRA CÉSAR,9,"AV. PAULISTA, 2300",2016-12-31,90681512.27,1791,2017-12-22,1967-05-19
332,62353172000104,CORRETORAS,SOL NASCENTE SA CCVM,SOL NASCENTE,CANCELADA,,2327822,1017020,BRASIL,SP,SÃO PAULO,,,R ROBERTO SIMONSEN 72/78,1995-12-31,4785501.25,2186,1996-09-17,1968-08-26
333,96477906000170,CORRETORAS,"SOLIDEZ - CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LIMITADA",SOLIDEZ,EM FUNCIONAMENTO NORMAL,controladoria@solidez.com.br,31152366,1013100,,SP,SÃO PAULO,CENTRO,5º ANDAR,"RUA XV DE NOVEMBRO, 184",2022-12-31,-72686130.61,2801,1993-03-24,1993-03-24
334,61739629000142,CORRETORAS,SPINELLI S/A CVMC,SPINELLI,CANCELADA,compliance@spinelli.com.br,21420582,1452002,BRASIL,SP,SÃO PAULO,PINHEIROS,4º ANDAR,"AV. BRIG. FARIA LIMA, 1355",2017-12-31,21142060.38,1864,2018-12-18,1967-06-09
335,00355236000140,CORRETORAS,SPIRIT CV  LTDA,SPIRIT,CANCELADA,spirit@spirit.com.br,33525555,80030000,BRASIL,PR,CURITIBA,ALTO DA GLORIA,CONJ. 101/102,"AV. JOÃO GUALBERTO, 731",2005-12-31,1116428.16,2917,2006-01-13,1994-12-05
336,11513306000168,CORRETORAS,STARINVEST S.A. PARTICIPAÇÕES,STARINVEST CORRETORA,CANCELADA,gerardo@starinvest.com.br,2241292,50010000,BRASIL,PE,RECIFE,SANTO ANTONIO,,R. SIQUEIRA CAMPOS 251/ CJ.201,2002-12-31,676197.26,396,2003-11-17,1979-07-27
337,46778320000178,CORRETORAS,STATUS ADMINISTRAÇÃO E PARTICIPAÇÕES LTDA.,STATUS,CANCELADA,statuscorretora@uol.com.br,32195150,11010090,BRASIL,SP,SANTOS,CENTRO,,"RUA FREI GASPAR, 52",2002-12-31,594532.00,1414,2003-08-15,1975-07-18
338,61841326000136,CORRETORAS,SUPLICY CCT LTDA,SUPLICY CCT LTDA,CANCELADA,,2323181,1074900,BRASIL,SP,SÃO PAULO,,,R LIBERO BADARO 377 3 AND,1996-12-31,12915735.61,2020,1998-02-16,1967-08-18
339,92904960000102,CORRETORAS,SUPORTE CCVM LTDA,SUPORTE,CANCELADA,,,90010140,BRASIL,RS,PORTO ALEGRE,,,R URUGUAI 287/3 E 10 ANDARES,1994-12-31,210917.70,2569,1995-04-06,1968-06-21
340,08030140000114,CORRETORAS,SUPRA GESTÃO DE NEGÓCIOS LTDA,SUPRA CVM LTDA,CANCELADA,daniela@ssupradtvm.com.br,32576744,1301903,BRASIL,SP,SÃO PAULO,CENTRO,11 ANDAR,"RUA DA CONSOLAÇÃO, 247",2002-12-31,2644136.85,256,2002-11-13,1971-12-09
341,49951411000151,CORRETORAS,TAKEOVER CCVM LTDA,TAKEOVER CCVM,CANCELADA,,2192188,11010151,BRASIL,SP,SANTOS,CENTRO,,R XV DE NOVEMBRO 111/ SALA 07,1999-12-31,528411.10,1465,2000-12-14,1978-10-10
342,61729133000198,CORRETORAS,TALARICO ADMINISTRAÇÃO DE BENS PRÓPRIOS LTDA,TALARICO,CANCELADA,talarico@talaricocctm.com.br,31456300,1310921,BRASIL,SP,SÃO PAULO,CERQUEIRA CESAR,6º ANDAR,"AV. PAULISTA, 1776",2013-12-31,22014303.25,1821,2016-05-20,1967-06-09
343,33638727000158,CORRETORAS,TAMOYO INVEST. S.A. CTVM,TAMOYO,CANCELADA,,21928,20010010,BRASIL,RJ,RIO DE JANEIRO,,,"PCA XV DE NOVEMBRO,32-34/7 AND",1995-12-31,0.00,2992,2012-04-26,1993-11-01
344,58506221000116,CORRETORAS,TENDÊNCIA ADMINISTRADORA DE BENS LTDA.,TENDENCIA,CANCELADA,jk@tendencia.com.br,38185000,1452002,BRASIL,SP,SÃO PAULO,PINHEIROS,20 AND,"AV.BRIGADEIRO FARIA LIMA, 2092",2016-12-31,3247904.89,1660,2017-08-14,1987-12-29
